,fz,purchasenumber,publishdate,startdata,enddata,placingway,customerinn,maxprice,okpdcode,okpdname,purchasobject,href
373,44,,2020-12-10T16:52:26.413+03:00,,,,,,,,,
374,44,0376100002720000043,2020-12-10T14:47:34.499+03:00,"['2020-12-07', '19:55:14+03:00']","['2020-12-18', '08:00:00+03:00']",Электронный аукцион,0105014177,493473.67,26.60,"Оборудование для облучения, электрическое диагностическое и терапевтическое, применяемые в медицинских целях","Качество поставляемого Товара должно соответствовать установленным требованиям для применения в медицине, что удостоверяется: регистрационным удостоверением; паспортом производителя, декларацией о соответствии или сертификатом соответствия. Поставляемый товар должен быть новым, который не был в употреблении, в ремонте, в том числе, который не был восстановлен, у которого не была осуществлена замена составных частей, не были восстановлены потребительские свойства. ",https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376100002720000043
375,44,0176300004020000007,2020-12-08T13:02:27.330+03:00,"['2020-12-01', '16:30:08+03:00']","['2020-12-16', '10:00:00+03:00']",Электронный аукцион,0101005774,546000,68.10,Услуги по покупке и продаже собственного недвижимого имущества,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176300004020000007
376,44,0176200005520001798,2020-12-09T10:55:34.343+03:00,"['2020-12-09', '10:55:34+03:00']","['2020-12-17', '09:00:00+03:00']",Электронный аукцион,0105072228,1065240,33.12,Услуги по ремонту оборудования,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001798
377,44,0376300000120000319,2020-12-07T14:34:27.881+03:00,"['2020-12-07', '14:34:27+03:00']","['2020-12-15', '07:00:00+03:00']",Электронный аукцион,0105038964,904693.29,10.41,Масла и жиры,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376300000120000319
378,44,0176200005520001717,2020-12-02T12:01:52.356+03:00,"['2020-12-02', '12:01:52+03:00']","['2020-12-10', '09:00:00+03:00']",Электронный аукцион,0105072228,19315800,80.10,Услуги частных охранных служб,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001717
379,44,0176200005520001776,2020-12-08T11:40:20.406+03:00,"['2020-12-08', '11:40:20+03:00']","['2020-12-16', '09:00:00+03:00']",Электронный аукцион,0105072228,495749.64,62.02,"Услуги консультативные, связанные с компьютерной техникой",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001776
380,44,0176200005520001888,2020-12-15T13:17:58.618+03:00,"['2020-12-15', '13:17:58+03:00']","['2020-12-23', '09:00:00+03:00']",Электронный аукцион,0105072228,645870.78,20.20,Пестициды и агрохимические продукты прочие,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001888
381,44,0176200005520001826,2020-12-10T11:06:36.394+03:00,"['2020-12-10', '11:06:36+03:00']","['2020-12-18', '09:00:00+03:00']",Электронный аукцион,0105072228,201480,33.14,Услуги по ремонту электрического оборудования,Оказание услуг по техническому обслуживанию дизельной электростанции ГС-100,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001826
382,44,0176200005520001710,2020-12-02T09:47:20.382+03:00,"['2020-12-02', '09:47:20+03:00']","['2020-12-10', '09:00:00+03:00']",Электронный аукцион,0105072228,2350114.2,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001710
383,44,,2020-12-04T13:54:13.349+03:00,,,,,,,,,
384,44,,2020-12-14T15:04:55.437+03:00,,,,,,,,,
385,44,0176200005520001837,2020-12-11T09:11:34.456+03:00,"['2020-12-11', '09:11:34+03:00']","['2020-12-21', '09:00:00+03:00']",Электронный аукцион,0105072228,71781.72,80.20,Услуги систем обеспечения безопасности,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001837
386,44,,2020-12-08T17:12:50.336+03:00,,,,,,,,,
387,44,0176200005520001693,2020-12-01T09:49:04.401+03:00,"['2020-12-01', '09:49:04+03:00']","['2020-12-09', '09:00:00+03:00']",Электронный аукцион,0105072228,903490,58.29,Услуги по изданию прочего программного обеспечения,"Приобретение средств защиты информации для центра обработки данных Республики Адыгея
Описание объекта закупки: в соответствии с частью IV «Техническая часть документации об электронном аукционе» настоящей документации",https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001693
388,44,0176200005520001754,2020-12-07T10:39:35.745+03:00,"['2020-12-07', '10:39:35+03:00']","['2020-12-15', '09:00:00+03:00']",Электронный аукцион,0105072228,399153.25,10.61,Продукция мукомольно-крупяного производства,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001754
389,44,,2020-12-04T09:16:48.430+03:00,,,,,,,,,
390,44,0176200005520001896,2020-12-16T09:57:53.455+03:00,"['2020-12-16', '09:57:53+03:00']","['2020-12-24', '09:00:00+03:00']",Электронный аукцион,0105072228,269217.32,62.03,Услуги по управлению компьютерным оборудованием,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001896
391,44,,2020-12-07T15:03:33.307+03:00,,,,,,,,,
392,44,0176100002320000018,2020-12-02T17:39:34.385+03:00,"['2020-12-02', '17:39:34+03:00']","['2020-12-10', '08:00:00+03:00']",Электронный аукцион,0105020332,53413.33,25.99,"Металлоизделия готовые прочие, не включенные в другие группировки",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176100002320000018
393,44,0176200005520001948,2020-12-18T14:10:18.395+03:00,"['2020-12-18', '14:10:18+03:00']","['2020-12-28', '09:00:00+03:00']",Электронный аукцион,0105072228,1146475,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001948
394,44,0276100000120000186,2020-12-03T14:04:46.393+03:00,"['2020-12-03', '14:04:46+03:00']","['2020-12-11', '10:00:00+03:00']",Электронный аукцион,0105016914,29299.67,30.92,Велосипеды и коляски инвалидные,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0276100000120000186
395,44,0176200005520001727,2020-12-03T10:42:26.573+03:00,"['2020-12-03', '10:42:26+03:00']","['2020-12-11', '09:00:00+03:00']",Электронный аукцион,0105072228,197783.8,10.81,Сахар,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001727
396,44,0176200005520001801,2020-12-09T11:21:50.500+03:00,"['2020-12-09', '11:21:50+03:00']","['2020-12-17', '09:00:00+03:00']",Электронный аукцион,0105072228,1434615,19.20,Нефтепродукты,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001801
397,44,0376100002720000039,2020-12-03T16:13:48.389+03:00,"['2020-12-03', '16:13:48+03:00']","['2020-12-11', '08:00:00+03:00']",Электронный аукцион,0105014177,8655666.67,26.60,"Оборудование для облучения, электрическое диагностическое и терапевтическое, применяемые в медицинских целях","Качество поставляемого Товара должно соответствовать установленным требованиям для применения в медицине, что удостоверяется: регистрационным удостоверением; паспортом производителя, декларацией о соответствии или сертификатом соответствия.
Поставляемый товар должен быть новым, который не был в употреблении, в ремонте, в том числе, который не был восстановлен, у которого не была осуществлена замена составных частей, не были восстановлены потребительские свойства.",https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376100002720000039
398,44,0176200005520001892,2020-12-15T14:14:53.426+03:00,"['2020-12-15', '14:14:53+03:00']","['2020-12-23', '09:00:00+03:00']",Электронный аукцион,0105072228,90000,62.02,"Услуги консультативные, связанные с компьютерной техникой",Оказание услуг по программному сопровождению программ «1С: Бухгалтерия государственного учреждения 8» и «1С: Зарплата и кадры государственного учреждения 8»,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001892
399,44,0176300004720000074,2020-12-14T16:18:44.900+03:00,"['2020-12-14', '16:18:44+03:00']","['2020-12-22', '10:00:00+03:00']",Электронный аукцион,0103007791,248009,10.71,"Изделия хлебобулочные; мучные кондитерские изделия, торты и пирожные недлительного хранения",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176300004720000074
400,44,0176300004720000075,2020-12-14T17:05:17.707+03:00,"['2020-12-14', '17:05:17+03:00']","['2020-12-22', '09:15:00+03:00']",Электронный аукцион,0103007791,13871,10.39,"Фрукты, овощи и грибы переработанные и консервированные, не включенные в другие группировки",В соответствии с Разделом 3. «Техническое задание»,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176300004720000075
401,44,0176200005520001933,2020-12-18T09:57:57.400+03:00,"['2020-12-18', '09:57:57+03:00']","['2020-12-28', '09:00:00+03:00']",Электронный аукцион,0105072228,236693.94,10.20,"Рыба переработанная и консервированная, ракообразные и моллюски",поставка продуктов питания (рыба),https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001933
402,44,0176200005520001881,2020-12-15T12:14:58.442+03:00,"['2020-12-15', '12:14:58+03:00']","['2020-12-23', '09:00:00+03:00']",Электронный аукцион,0105072228,284556,81.21,Услуги по общей уборке зданий,"оказание услуг по уборке служебных помещений административного здания, дворовой и прилегающей территории филиала государственного казённого учреждения республики Адыгея ""Адыгейский Республиканский центр занятости населения"" в городе Адыгейске",https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001881
403,44,0176200005520001778,2020-12-08T12:14:29.427+03:00,"['2020-12-08', '12:14:29+03:00']","['2020-12-17', '09:00:00+03:00']",Электронный аукцион,0105072228,70920,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001778
404,44,0176200005520001802,2020-12-09T11:29:48.382+03:00,"['2020-12-09', '11:29:48+03:00']","['2020-12-17', '09:00:00+03:00']",Электронный аукцион,0105072228,869480,80.10,Услуги частных охранных служб,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001802
405,44,0376100002720000044,2020-12-08T17:31:11.729+03:00,"['2020-12-08', '12:53:58+03:00']","['2020-12-16', '08:00:00+03:00']",Электронный аукцион,0105014177,2914349.41,26.20,Компьютеры и периферийное оборудование,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376100002720000044
406,44,0176200005520001788,2020-12-08T14:28:09.367+03:00,"['2020-12-08', '14:28:09+03:00']","['2020-12-17', '09:00:00+03:00']",Электронный аукцион,0105072228,344970.6,18.20,"Услуги по копированию звуко- и видеозаписей, а также программных средств",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001788
407,44,0176200005520001746,2020-12-04T14:39:30.768+03:00,"['2020-12-04', '14:39:30+03:00']","['2020-12-14', '09:00:00+03:00']",Электронный аукцион,0105072228,1311729,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001746
408,44,0176100002320000022,2020-12-04T18:24:37.344+03:00,"['2020-12-04', '18:24:37+03:00']","['2020-12-14', '08:00:00+03:00']",Электронный аукцион,0105020332,34659.57,20.41,"Мыло и моющие средства, чистящие и полирующие средства",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176100002320000022
409,44,0176200005520001885,2020-12-15T13:12:05.370+03:00,"['2020-12-15', '13:12:05+03:00']","['2020-12-23', '09:00:00+03:00']",Электронный аукцион,0105072228,38600.1,,,"Поставка продуктов питания (дрожжи, крахмал)",https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001885
410,44,0176200005520001824,2020-12-10T10:40:01.412+03:00,"['2020-12-10', '10:40:01+03:00']","['2020-12-18', '09:00:00+03:00']",Электронный аукцион,0105072228,127754.28,62.03,Услуги по управлению компьютерным оборудованием,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001824
411,44,0376100001920000031,2020-12-03T16:57:40.352+03:00,"['2020-12-03', '16:57:40+03:00']","['2020-12-11', '09:00:00+03:00']",Электронный аукцион,0105017636,280854,26.20,Компьютеры и периферийное оборудование,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376100001920000031
412,44,0176200005520001711,2020-12-02T09:52:55.374+03:00,"['2020-12-02', '09:52:55+03:00']","['2020-12-10', '09:00:00+03:00']",Электронный аукцион,0105072228,1150725.6,19.20,Нефтепродукты,"Наименование: Бензин автомобильный АИ-92 экологического класса не ниже К5 (розничная реализация), Бензин автомобильный АИ-95 экологического класса не ниже К5 (розничная реализация)",https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001711
413,44,0176200005520001816,2020-12-10T09:07:12.362+03:00,"['2020-12-10', '09:07:12+03:00']","['2020-12-18', '09:00:00+03:00']",Электронный аукцион,0105072228,55006.5,10.72,"Изделия сухарные и печенье; мучные кондитерские изделия, торты и пирожные длительного хранения","Поставка продуктов питания (печенье, вафли)",https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001816
414,44,0176200005520001768,2020-12-07T17:12:32.457+03:00,"['2020-12-07', '17:12:32+03:00']","['2020-12-15', '09:00:00+03:00']","Электронный аукцион на проведение работ по строительству, реконструкции, кап. ремонту, сносу объекта кап. строительства, предусматривающих проектную документацию, утвержденную в порядке, установленном законодательством о градостроительной деятельности",0105072228,9171854,42.11,Дороги автомобильные и автомагистрали; строительные работы по строительству автомобильных дорог и автомагистралей,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001768
415,44,0176200005520001772,2020-12-08T11:20:32.363+03:00,"['2020-12-08', '11:20:32+03:00']","['2020-12-16', '09:00:00+03:00']",Электронный аукцион,0105072228,185313.72,61.90,Услуги телекоммуникационные прочие,"Оказание услуг по предоставлению высокоскоростного доступа в информационно-телекоммуникационную сеть ""Интернет""",https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001772
416,44,0176200005520001879,2020-12-15T12:12:31.449+03:00,"['2020-12-15', '12:12:31+03:00']","['2020-12-23', '09:00:00+03:00']",Электронный аукцион,0105072228,101079,19.20,Нефтепродукты,Бензин автомобильный АИ-92 Экологического класса не ниже К5 и Топливо дизельное межсезонное экологического класса не ниже К5,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001879
417,44,0176300004720000072,2020-12-14T15:41:08.803+03:00,"['2020-12-14', '15:41:08+03:00']","['2020-12-22', '10:00:00+03:00']",Электронный аукцион,0103007791,894560,,,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176300004720000072
418,44,0176200005520001747,2020-12-04T15:09:52.086+03:00,"['2020-12-04', '15:09:52+03:00']","['2020-12-14', '09:00:00+03:00']",Электронный аукцион,0105072228,4668214.46,10.71,"Изделия хлебобулочные; мучные кондитерские изделия, торты и пирожные недлительного хранения",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001747
419,44,0276100000120000184,2020-12-01T09:45:56.486+03:00,"['2020-12-01', '09:45:56+03:00']","['2020-12-09', '10:00:00+03:00']",Электронный аукцион,0105016914,9150189.55,32.50,Инструменты и оборудование медицинские,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0276100000120000184
420,44,0176200005520001738,2020-12-04T09:02:46.376+03:00,"['2020-12-04', '09:02:46+03:00']","['2020-12-14', '09:00:00+03:00']",Электронный аукцион,0105072228,35962.3,10.89,"Продукты пищевые прочие, не включенные в другие группировки",Поставка дрожжей хлебопекарных,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001738
421,44,0376100002720000040,2020-12-07T10:11:15.417+03:00,"['2020-12-07', '10:11:15+03:00']","['2020-12-15', '08:00:00+03:00']",Электронный аукцион,0105014177,3789000,32.99,"Изделия готовые прочие, не включенные в другие группировки","Качество поставляемого товара должно соответствовать технологическим и эксплуатационным (техническим) требованиям, предъявляемым к товару данного вида действующими нормативами и стандартами Российской Федерации. Поставляемый товар должен быть новым товаром (товаром, который не был в употреблении, в ремонте, в том числе который не был восстановлен, у которого не была осуществлена замена составных частей. ",https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376100002720000040
422,44,0176200005520001691,2020-12-01T09:47:03.409+03:00,"['2020-12-01', '09:47:03+03:00']","['2020-12-09', '09:00:00+03:00']",Электронный аукцион,0105072228,627300,96.01,Услуги по стирке и чистке (в том числе химической) изделий из тканей и меха,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001691
423,44,0376300000120000311,2020-12-04T14:59:28.357+03:00,"['2020-12-04', '14:59:28+03:00']","['2020-12-14', '07:00:00+03:00']",Электронный аукцион,0105038964,1191003,68.10,Услуги по покупке и продаже собственного недвижимого имущества,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376300000120000311
424,44,0176200005520001775,2020-12-08T11:27:14.337+03:00,"['2020-12-08', '11:27:14+03:00']","['2020-12-17', '09:00:00+03:00']",Электронный аукцион,0105072228,451199.97,80.10,Услуги частных охранных служб,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001775
425,44,0376300005320000031,2020-12-03T16:48:28.504+03:00,"['2020-12-03', '16:48:28+03:00']","['2020-12-11', '08:00:00+03:00']",Электронный аукцион,0107007270,1764125.2,,,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376300005320000031
426,44,0176200005520001739,2020-12-04T09:03:49.342+03:00,"['2020-12-04', '09:03:49+03:00']","['2020-12-14', '09:00:00+03:00']",Электронный аукцион,0105072228,1762525,10.13,"Продукция мясная пищевая, в том числе из мяса птицы",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001739
427,44,,2020-12-03T15:06:48.326+03:00,,,,,,,,,
428,44,0176200005520001922,2020-12-17T12:42:03.375+03:00,"['2020-12-17', '12:42:03+03:00']","['2020-12-25', '09:00:00+03:00']",Электронный аукцион,0105072228,9991955,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001922
429,44,0176200005520001744,2020-12-04T11:36:10.366+03:00,"['2020-12-04', '11:36:10+03:00']","['2020-12-14', '09:00:00+03:00']",Электронный аукцион,0105072228,9568000,46.18,Услуги по оптовой торговле прочими отдельными товарами за вознаграждение или на договорной основе,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001744
430,44,0176200005520001823,2020-12-10T10:33:53.393+03:00,"['2020-12-10', '10:33:53+03:00']","['2020-12-18', '09:00:00+03:00']",Электронный аукцион,0105072228,182700,10.39,"Фрукты, овощи и грибы переработанные и консервированные, не включенные в другие группировки",Поставка продуктов питания (овощи переработанные),https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001823
431,44,0376100007020000008,2020-12-09T21:11:21.359+03:00,"['2020-12-09', '21:11:21+03:00']","['2020-12-17', '07:00:00+03:00']",Электронный аукцион,0105047430,421834.3,20.20,Пестициды и агрохимические продукты прочие,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376100007020000008
432,44,0176200005520001731,2020-12-03T11:22:08.356+03:00,"['2020-12-03', '11:22:08+03:00']","['2020-12-11', '09:00:00+03:00']",Электронный аукцион,0105072228,920031,10.13,"Продукция мясная пищевая, в том числе из мяса птицы",Поставка продуктов питания (колбасные изделия),https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001731
433,44,0276100000120000183,2020-12-01T09:43:58.460+03:00,"['2020-12-01', '09:43:58+03:00']","['2020-12-09', '10:00:00+03:00']",Электронный аукцион,0105016914,1652213.4,80.10,Услуги частных охранных служб,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0276100000120000183
434,44,0176200005520001865,2020-12-14T11:09:37.463+03:00,"['2020-12-14', '11:09:37+03:00']","['2020-12-22', '09:00:00+03:00']",Электронный аукцион,0105072228,90000,62.02,"Услуги консультативные, связанные с компьютерной техникой",Оказание услуг по программному сопровождению программ «1С: Бухгалтерия государственного учреждения 8» и «1С: Зарплата и кадры государственного учреждения 8»,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001865
435,44,0376300005320000031,2020-12-04T14:00:29.801+03:00,"['2020-12-03', '16:48:28+03:00']","['2020-12-14', '08:00:00+03:00']",Электронный аукцион,0107007270,1764125.2,,,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376300005320000031
436,44,,2020-12-02T14:08:40.340+03:00,,,,,,,,,
437,44,0176200005520001752,2020-12-07T10:10:46.376+03:00,"['2020-12-07', '10:10:46+03:00']","['2020-12-15', '09:00:00+03:00']","Электронный аукцион на проведение работ по строительству, реконструкции, кап. ремонту, сносу объекта кап. строительства, предусматривающих проектную документацию, утвержденную в порядке, установленном законодательством о градостроительной деятельности",0105072228,7834450,42.11,Дороги автомобильные и автомагистрали; строительные работы по строительству автомобильных дорог и автомагистралей,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001752
438,44,0376100000420000047,2020-12-14T17:30:23.387+03:00,"['2020-12-14', '17:30:23+03:00']","['2020-12-22', '09:00:00+03:00']",Электронный аукцион,0105044421,511783.08,62.03,Услуги по управлению компьютерным оборудованием,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376100000420000047
439,44,0176100003520000043,2020-12-08T10:39:14.334+03:00,"['2020-12-08', '10:39:14+03:00']","['2020-12-16', '15:04:00+03:00']",Электронный аукцион,0105047422,47000,46.65,Услуги по оптовой торговле офисной мебелью,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176100003520000043
440,44,0376300000120000331,2020-12-16T16:41:55.367+03:00,"['2020-12-16', '16:41:55+03:00']","['2020-12-25', '08:00:00+03:00']",Электронный аукцион,0105038964,360792,19.20,Нефтепродукты,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376300000120000331
441,44,0176200005520001864,2020-12-14T11:02:43.410+03:00,"['2020-12-14', '11:02:43+03:00']","['2020-12-22', '09:00:00+03:00']",Электронный аукцион,0105072228,45600,80.20,Услуги систем обеспечения безопасности,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001864
442,44,0176300004720000084,2020-12-15T17:44:27.765+03:00,"['2020-12-15', '17:44:27+03:00']","['2020-12-23', '10:00:00+03:00']",Электронный аукцион,0103007791,167362,10.71,"Изделия хлебобулочные; мучные кондитерские изделия, торты и пирожные недлительного хранения",В соответствии с Разделом 3. «Техническое задание»,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176300004720000084
443,44,0176200005520001819,2020-12-10T09:33:32.419+03:00,"['2020-12-10', '09:33:32+03:00']","['2020-12-18', '09:00:00+03:00']",Электронный аукцион,0105072228,72604.5,10.13,"Продукция мясная пищевая, в том числе из мяса птицы",в соответствии с частью IV «Техническая часть документации об электронном аукционе»,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001819
444,44,0176200005520001877,2020-12-15T12:10:25.441+03:00,"['2020-12-15', '12:10:25+03:00']","['2020-12-24', '09:00:00+03:00']",Электронный аукцион,0105072228,8089087.5,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001877
445,44,,2020-12-18T12:52:43.370+03:00,,,,,,,,,
446,44,0176200005520001858,2020-12-14T09:47:01.455+03:00,"['2020-12-14', '09:47:01+03:00']","['2020-12-22', '09:00:00+03:00']",Электронный аукцион,0105072228,488120,19.20,Нефтепродукты,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001858
447,44,0176200005520001906,2020-12-16T11:42:32.405+03:00,"['2020-12-16', '11:42:32+03:00']","['2020-12-24', '09:00:00+03:00']",Электронный аукцион,0105072228,9988098.48,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях",,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001906
448,44,,2020-12-01T22:13:58.354+03:00,,,,,,,,,
449,44,0176200005520001915,2020-12-17T11:47:58.370+03:00,"['2020-12-17', '11:47:58+03:00']","['2020-12-25', '09:00:00+03:00']",Электронный аукцион,0105072228,432080,21.20,"Препараты лекарственные и материалы, применяемые в медицинских целях","в соответствии с частью IV ""Техническая часть документации об электронном аукционе """,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001915
450,44,0276100000220000087,2020-12-10T09:45:39.470+03:00,"['2020-12-10', '09:45:39+03:00']","['2020-12-18', '09:00:00+03:00']",Электронный аукцион,0105018326,332280,17.12,Бумага и картон,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0276100000220000087
451,44,0176200005520001723,2020-12-03T09:20:00.513+03:00,"['2020-12-03', '09:20:00+03:00']","['2020-12-11', '09:00:00+03:00']",Электронный аукцион,0105072228,224495,01.13,"Овощи и культуры бахчевые, корнеплоды и клубнеплоды",Поставка картофеля,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001723
452,44,0176200005520001934,2020-12-18T10:20:50.403+03:00,"['2020-12-18', '10:20:50+03:00']","['2020-12-28', '09:00:00+03:00']",Электронный аукцион,0105072228,211654.3,10.71,"Изделия хлебобулочные; мучные кондитерские изделия, торты и пирожные недлительного хранения",поставка хлеба,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001934
453,44,0176200005520001709,2020-12-02T09:45:57.429+03:00,"['2020-12-02', '09:45:57+03:00']","['2020-12-10', '09:00:00+03:00']",Электронный аукцион,0105072228,272799.84,61.20,Услуги телекоммуникационные беспроводные,Оказание услуг доступа к информационно-коммуникационной сети «Интернет» по беспроводным каналам связи,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001709
454,44,0376400000120000002,2020-12-03T14:19:17.400+03:00,"['2020-12-02', '14:07:09+03:00']","['2020-12-11', '12:00:00+03:00']",Электронный аукцион,0105017636,4080000,80.10,Услуги частных охранных служб,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0376400000120000002
455,44,0176200005520001751,2020-12-07T09:41:10.423+03:00,"['2020-12-07', '09:41:10+03:00']","['2020-12-15', '09:00:00+03:00']",Электронный аукцион,0105072228,165300,17.12,Бумага и картон,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001751
456,44,0176200005520001852,2020-12-11T12:03:26.361+03:00,"['2020-12-11', '12:03:26+03:00']","['2020-12-21', '09:00:00+03:00']",Электронный аукцион,0105072228,298800,81.21,Услуги по общей уборке зданий,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001852
457,44,0176200005520001873,2020-12-15T12:11:14.513+03:00,"['2020-12-15', '12:11:14+03:00']","['2020-12-23', '09:00:00+03:00']",Электронный аукцион,0105072228,327915,19.20,Нефтепродукты,,https://zakupki.gov.ru/epz/order/notice/ea44/view/common-info.html?regNumber=0176200005520001873
